C,NEMP.WORLD,TRADINGIS,AEMO,PUBLIC,2025/06/07,16:15:11,0000000466691671,TRADINGIS,0000000466691670
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2025/06/07 16:20:00",1,N-Q-MNSP1,196,-25.2,-25,0.65,"2025/06/07 16:15:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/07 16:20:00",1,NSW1-QLD1,196,-591.6,-641.71,16.72,"2025/06/07 16:15:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/07 16:20:00",1,T-V-MNSP1,196,-455.4,-478,25.62,"2025/06/07 16:15:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/07 16:20:00",1,V-S-MNSP1,196,-130,-130,29.96,"2025/06/07 16:15:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/07 16:20:00",1,V-SA,196,-530.11,-628.28,48.47,"2025/06/07 16:15:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/07 16:20:00",1,VIC1-NSW1,196,194.93,143.56,4.7,"2025/06/07 16:15:04"
I,TRADING,PRICE,3,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,RAISE1SECRRP,RAISE1SECROP,LOWER1SECRRP,LOWER1SECROP,PRICE_STATUS
D,TRADING,PRICE,3,"2025/06/07 16:20:00",1,SA1,196,138,0,0,"2025/06/07 16:15:04",138,0.17,0.17,0.04,0.04,0.04,0.04,9.25,9.25,0.38,0.38,0.38,0.38,0.38,0.38,14.45,14.45,0.17,0.17,0,0,"NOT FIRM"
D,TRADING,PRICE,3,"2025/06/07 16:20:00",1,NSW1,196,82.17,0,0,"2025/06/07 16:15:04",82.17,0.17,0.17,0.04,0.04,0.04,0.04,9.25,9.25,0.38,0.38,0.38,0.38,0.38,0.38,14.45,14.45,0.17,0.17,0,0,"NOT FIRM"
D,TRADING,PRICE,3,"2025/06/07 16:20:00",1,QLD1,196,75.45,0,0,"2025/06/07 16:15:04",75.45,0.17,0.17,0.04,0.04,0.04,0.04,9.25,9.25,0.38,0.38,0.38,0.38,0.38,0.38,14.45,14.45,0.17,0.17,0,0,"NOT FIRM"
D,TRADING,PRICE,3,"2025/06/07 16:20:00",1,TAS1,196,150.1,0,0,"2025/06/07 16:15:04",150.1,0.38,0.38,0.38,0.38,0.36,0.36,8.38,8.38,0.38,0.38,0.38,0.38,0,0,2.15,2.15,0.17,0.17,0,0,"NOT FIRM"
D,TRADING,PRICE,3,"2025/06/07 16:20:00",1,VIC1,196,111.98,0,0,"2025/06/07 16:15:04",111.98,0.17,0.17,0.04,0.04,0.04,0.04,9.25,9.25,0.38,0.38,0.38,0.38,0.38,0.38,14.45,14.45,0.17,0.17,0,0,"NOT FIRM"
C,"END OF REPORT",15
