C,NEMP.WORLD,TRADINGIS,AEMO,PUBLIC,2025/06/06,17:35:11,0000000466562258,TRADINGIS,0000000466562257
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2025/06/06 17:40:00",1,N-Q-MNSP1,212,-8.5,-9,-0.16,"2025/06/06 17:35:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/06 17:40:00",1,NSW1-QLD1,212,-552.7,-570.95,-14.34,"2025/06/06 17:35:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/06 17:40:00",1,T-V-MNSP1,212,-303.4,-460,23.8,"2025/06/06 17:35:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/06 17:40:00",1,V-S-MNSP1,212,-125,-125,28.04,"2025/06/06 17:35:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/06 17:40:00",1,V-SA,212,43.81,48.17,0.55,"2025/06/06 17:35:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/06 17:40:00",1,VIC1-NSW1,212,82.46,-14.63,0.08,"2025/06/06 17:35:04"
I,TRADING,PRICE,3,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,RAISE1SECRRP,RAISE1SECROP,LOWER1SECRRP,LOWER1SECROP,PRICE_STATUS
D,TRADING,PRICE,3,"2025/06/06 17:40:00",1,SA1,212,-19.9,0,0,"2025/06/06 17:35:04",-19.9,4.89,4.89,0.38,0.38,0.38,0.38,6,6,0.2,0.2,0.45,0.45,0.39,0.39,10.41,10.41,0.37,0.37,0,0,"NOT FIRM"
D,TRADING,PRICE,3,"2025/06/06 17:40:00",1,NSW1,212,147.72,0,0,"2025/06/06 17:35:04",147.72,4.89,4.89,0.38,0.38,0.38,0.38,6,6,0.2,0.2,0.45,0.45,0.39,0.39,10.41,10.41,0.37,0.37,0,0,"NOT FIRM"
D,TRADING,PRICE,3,"2025/06/06 17:40:00",1,QLD1,212,143.73,0,0,"2025/06/06 17:35:04",143.73,4.89,4.89,0.38,0.38,0.38,0.38,6,6,0.2,0.2,0.45,0.45,0.39,0.39,10.41,10.41,0.37,0.37,0,0,"NOT FIRM"
D,TRADING,PRICE,3,"2025/06/06 17:40:00",1,TAS1,212,120.08,0,0,"2025/06/06 17:35:04",120.08,7.84,7.84,0.38,0.38,0.38,0.38,7.62,7.62,0.2,0.2,0.38,0.38,0,0,3.06,3.06,0.37,0.37,0,0,"NOT FIRM"
D,TRADING,PRICE,3,"2025/06/06 17:40:00",1,VIC1,212,96,0,0,"2025/06/06 17:35:04",96,4.89,4.89,0.38,0.38,0.38,0.38,6,6,0.2,0.2,0.45,0.45,0.39,0.39,10.41,10.41,0.37,0.37,0,0,"NOT FIRM"
C,"END OF REPORT",15
