C,NEMP.WORLD,TRADINGIS,AEMO,PUBLIC,2025/06/05,10:25:16,0000000466371319,TRADINGIS,0000000466371318
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2025/06/05 10:30:00",1,N-Q-MNSP1,126,-175.4,-176,77.54,"2025/06/05 10:25:09"
D,TRADING,INTERCONNECTORRES,2,"2025/06/05 10:30:00",1,NSW1-QLD1,126,-772.7,-854.16,69.97,"2025/06/05 10:25:09"
D,TRADING,INTERCONNECTORRES,2,"2025/06/05 10:30:00",1,T-V-MNSP1,126,-438.3,-453.95,23.2,"2025/06/05 10:25:09"
D,TRADING,INTERCONNECTORRES,2,"2025/06/05 10:30:00",1,V-S-MNSP1,126,-27,47.79,-0.74,"2025/06/05 10:25:09"
D,TRADING,INTERCONNECTORRES,2,"2025/06/05 10:30:00",1,V-SA,126,-458.39,-457.91,22.94,"2025/06/05 10:25:09"
D,TRADING,INTERCONNECTORRES,2,"2025/06/05 10:30:00",1,VIC1-NSW1,126,-106.12,-136.31,-1.14,"2025/06/05 10:25:09"
I,TRADING,PRICE,3,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,RAISE1SECRRP,RAISE1SECROP,LOWER1SECRRP,LOWER1SECROP,PRICE_STATUS
D,TRADING,PRICE,3,"2025/06/05 10:30:00",1,SA1,126,58.96,0,0,"2025/06/05 10:25:09",58.96,0.23,0.23,0.1,0.1,0.04,0.04,0.04,0.04,0.38,0.38,0.39,0.39,0.2,0.2,0.2,0.2,0.04,0.04,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/05 10:30:00",1,NSW1,126,-17.64,0,0,"2025/06/05 10:25:09",-17.64,0.23,0.23,0.1,0.1,0.04,0.04,0.04,0.04,0.38,0.38,0.39,0.39,0.2,0.2,0.2,0.2,0.04,0.04,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/05 10:30:00",1,QLD1,126,-15.01,0,0,"2025/06/05 10:25:09",-15.01,0.23,0.23,0.1,0.1,0.04,0.04,0.04,0.04,0.38,0.38,0.39,0.39,0.2,0.2,0.2,0.2,0.04,0.04,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/05 10:30:00",1,TAS1,126,160.28,0,0,"2025/06/05 10:25:09",160.28,0.38,0.38,0.38,0.38,0.36,0.36,8.59,8.59,0.38,0.38,0.38,0.38,0,0,3.02,3.02,0.04,0.04,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/05 10:30:00",1,VIC1,126,65.35,0,0,"2025/06/05 10:25:09",65.35,0.23,0.23,0.1,0.1,0.04,0.04,0.04,0.04,0.38,0.38,0.39,0.39,0.2,0.2,0.2,0.2,0.04,0.04,0,0,FIRM
C,"END OF REPORT",15
