C,NEMP.WORLD,TRADINGIS,AEMO,PUBLIC,2025/06/01,21:05:12,0000000465865093,TRADINGIS,0000000465865092
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 21:10:00",1,N-Q-MNSP1,254,-61.2,-65,8.83,"2025/06/01 21:05:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 21:10:00",1,NSW1-QLD1,254,-1090.7,-1124.75,69.36,"2025/06/01 21:05:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 21:10:00",1,T-V-MNSP1,254,-470,-453.74,23.18,"2025/06/01 21:05:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 21:10:00",1,V-S-MNSP1,254,20,16.75,-0.88,"2025/06/01 21:05:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 21:10:00",1,V-SA,254,202.75,191.32,5.75,"2025/06/01 21:05:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 21:10:00",1,VIC1-NSW1,254,851.16,830.29,69.02,"2025/06/01 21:05:04"
I,TRADING,PRICE,3,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,RAISE1SECRRP,RAISE1SECROP,LOWER1SECRRP,LOWER1SECROP,PRICE_STATUS
D,TRADING,PRICE,3,"2025/06/01 21:10:00",1,SA1,254,139.88,0,0,"2025/06/01 21:05:04",139.88,0.37,0.37,0.1,0.1,0.15,0.15,5.46,5.46,0.1,0.1,0.38,0.38,0.1,0.1,2,2,0.1,0.1,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/01 21:10:00",1,NSW1,254,154.84,0,0,"2025/06/01 21:05:04",154.84,0.37,0.37,0.1,0.1,0.15,0.15,5.46,5.46,0.1,0.1,0.38,0.38,0.1,0.1,2,2,0.1,0.1,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/01 21:10:00",1,QLD1,254,108.12,0,0,"2025/06/01 21:05:04",108.12,0.37,0.37,0.1,0.1,0.15,0.15,5.46,5.46,0.1,0.1,0.38,0.38,0.1,0.1,2,2,0.1,0.1,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/01 21:10:00",1,TAS1,254,145.75,0,0,"2025/06/01 21:05:04",145.75,0.38,0.38,0.38,0.38,0.15,0.15,7.62,7.62,0.1,0.1,0.38,0.38,0,0,3.73,3.73,0.1,0.1,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/01 21:10:00",1,VIC1,254,132.72,0,0,"2025/06/01 21:05:04",132.72,0.37,0.37,0.1,0.1,0.15,0.15,5.46,5.46,0.1,0.1,0.38,0.38,0.1,0.1,2,2,0.1,0.1,0,0,FIRM
C,"END OF REPORT",15
