C,NEMP.WORLD,TRADINGIS,AEMO,PUBLIC,2025/06/01,22:00:12,0000000465870464,TRADINGIS,0000000465870463
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 22:05:00",1,N-Q-MNSP1,265,-54,-41,2.87,"2025/06/01 22:00:03"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 22:05:00",1,NSW1-QLD1,265,-1128.8,-1041.69,72.37,"2025/06/01 22:00:03"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 22:05:00",1,T-V-MNSP1,265,-479.2,-478,25.62,"2025/06/01 22:00:03"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 22:05:00",1,V-S-MNSP1,265,23,23.63,-1.04,"2025/06/01 22:00:03"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 22:05:00",1,V-SA,265,569.97,394.28,22.17,"2025/06/01 22:00:03"
D,TRADING,INTERCONNECTORRES,2,"2025/06/01 22:05:00",1,VIC1-NSW1,265,367.02,432.92,23.03,"2025/06/01 22:00:03"
I,TRADING,PRICE,3,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,RAISE1SECRRP,RAISE1SECROP,LOWER1SECRRP,LOWER1SECROP,PRICE_STATUS
D,TRADING,PRICE,3,"2025/06/01 22:05:00",1,SA1,265,136.91,0,0,"2025/06/01 22:00:03",136.91,0.23,0.23,0.1,0.1,0.1,0.1,26,26,0.2,0.2,0.45,0.45,0.1,0.1,1.49,1.49,0.1,0.1,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/01 22:05:00",1,NSW1,265,89.56,0,0,"2025/06/01 22:00:03",89.56,0.23,0.23,0.1,0.1,0.1,0.1,26,26,0.2,0.2,0.45,0.45,0.1,0.1,1.49,1.49,0.1,0.1,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/01 22:05:00",1,QLD1,265,75.63,0,0,"2025/06/01 22:00:03",75.63,0.23,0.23,0.1,0.1,0.1,0.1,26,26,0.2,0.2,0.45,0.45,0.1,0.1,1.49,1.49,0.1,0.1,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/01 22:05:00",1,TAS1,265,150.22,0,0,"2025/06/01 22:00:03",150.22,0.38,0.38,0.38,0.38,0.36,0.36,7.62,7.62,0.2,0.2,0.38,0.38,0,0,2.73,2.73,0.1,0.1,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/01 22:05:00",1,VIC1,265,20.01,0,0,"2025/06/01 22:00:03",20.01,0.23,0.23,0.1,0.1,0.1,0.1,26,26,0.2,0.2,0.45,0.45,0.1,0.1,1.49,1.49,0.1,0.1,0,0,FIRM
C,"END OF REPORT",15
