C,NEMP.WORLD,TRADINGIS,AEMO,PUBLIC,2025/05/30,07:40:11,0000000465500260,TRADINGIS,0000000465500259
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2025/05/30 07:45:00",1,N-Q-MNSP1,93,-19.3,-17,0.07,"2025/05/30 07:40:04"
D,TRADING,INTERCONNECTORRES,2,"2025/05/30 07:45:00",1,NSW1-QLD1,93,-380.7,-425,-3.01,"2025/05/30 07:40:04"
D,TRADING,INTERCONNECTORRES,2,"2025/05/30 07:45:00",1,T-V-MNSP1,93,-133.6,-184.59,4.27,"2025/05/30 07:40:04"
D,TRADING,INTERCONNECTORRES,2,"2025/05/30 07:45:00",1,V-S-MNSP1,93,0,0,0,"2025/05/30 07:40:04"
D,TRADING,INTERCONNECTORRES,2,"2025/05/30 07:45:00",1,V-SA,93,-370.88,-299.04,10.59,"2025/05/30 07:40:04"
D,TRADING,INTERCONNECTORRES,2,"2025/05/30 07:45:00",1,VIC1-NSW1,93,-7.08,-191.27,0.28,"2025/05/30 07:40:04"
I,TRADING,PRICE,3,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,RAISE1SECRRP,RAISE1SECROP,LOWER1SECRRP,LOWER1SECROP,PRICE_STATUS
D,TRADING,PRICE,3,"2025/05/30 07:45:00",1,SA1,93,127.16,0,0,"2025/05/30 07:40:04",127.16,0.39,0.39,0.38,0.38,0.36,0.36,12.47,12.47,0.1,0.1,0.38,0.38,0.1,0.1,2,2,0.86,0.86,0,0,FIRM
D,TRADING,PRICE,3,"2025/05/30 07:45:00",1,NSW1,93,133.73,0,0,"2025/05/30 07:40:04",133.73,0.39,0.39,0.38,0.38,0.36,0.36,12.47,12.47,0.1,0.1,0.38,0.38,0.1,0.1,2,2,0.86,0.86,0,0,FIRM
D,TRADING,PRICE,3,"2025/05/30 07:45:00",1,QLD1,93,129.77,0,0,"2025/05/30 07:40:04",129.77,0.39,0.39,0.38,0.38,0.36,0.36,12.47,12.47,0.1,0.1,0.38,0.38,0.1,0.1,2,2,0.86,0.86,0,0,FIRM
D,TRADING,PRICE,3,"2025/05/30 07:45:00",1,TAS1,93,140.18,0,0,"2025/05/30 07:40:04",140.18,0.38,0.38,0.38,0.38,0.36,0.36,6.24,6.24,0.1,0.1,0.38,0.38,0.1,0.1,3.48,3.48,0.86,0.86,0,0,FIRM
D,TRADING,PRICE,3,"2025/05/30 07:45:00",1,VIC1,93,136.42,0,0,"2025/05/30 07:40:04",136.42,0.39,0.39,0.38,0.38,0.36,0.36,12.47,12.47,0.1,0.1,0.38,0.38,0.1,0.1,2,2,0.86,0.86,0,0,FIRM
C,"END OF REPORT",15
